CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
12448644-101004448373,Intersection 2800 BENNINGTON ST&6900 JENSEN DR,Harris County,H,EASTEX - JENSEN AREA,,NE,NE,,2nd Friday,MONDAY-B,454N,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-14 06:42:04,2020-12-18 06:42:04,2020-12-17 11:56:42,-0.78,Flooding-101004448373,3128040.74508000000,13864519.97389000000,29.82189165,-95.34255253,Voice In
12448688-101004448851,"4402 BRENTWOOD PARK, HOUSTON TX 77045",Harris,K,CENTRAL SOUTHWEST,1259410040001,SW,SW,FRIDAY,4th Monday,FRIDAY-B,572E,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-14 11:33:32,2020-12-18 11:33:32,2020-12-17 11:35:13,-1.00,Flooding,,,29.63841584,-95.44434404,WEB
12448750-101004449582,"924 LESTER, HOUSTON TX 77007",Harris,C,WASHINGTON AVENUE COALITION / MEMORIAL P,1251860010005,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-14 18:15:35,2020-12-18 18:15:35,2020-12-17 11:57:41,-1.26,Flooding - 431266,-95.41436000000,29.77029000000,29.77033141,-95.41431648,WAP
12448755-101004449710,"1039 MCCALL, HOUSTON TX 77020",Harris,B,GREATER FIFTH WARD,0230500000010,NE,NW,FRIDAY,1st Friday,FRIDAY-B,494E,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-14 23:05:34,2020-12-18 23:05:33,2020-12-17 11:56:43,-1.46,Flooding - 431093,-95.34470000000,29.76981000000,29.77044235,-95.34471038,WAP
12448757-101004449716,"5004 CRAWFORD, HOUSTON TX 77004",Harris,D,MUSEUM PARK,0332490020004,SW,SE,TUESDAY,3rd Monday,TUESDAY-B,493X,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-14 23:05:53,2020-12-18 23:05:53,2020-12-17 11:57:11,-1.46,Flooding - 431248,-95.38183000000,29.72664000000,29.7266304,-95.38172261,WAP
12448976-101004452454,"1611 PALCIO REAL, HOUSTON TX 77047",Harris,D,CENTRAL SOUTHWEST,1268000020005,,,,,,573N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-17 11:29:18,2020-12-21 11:29:18,2020-12-17 11:56:17,-3.98,Flooding,,,29.6225474,-95.3949054,Unknown
12449026-101004453256,"4534 CALHOUN, HOUSTON TX 77004",Harris,D,GREATER THIRD WARD,0410070130130,,,,,,494W,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-17 23:06:01,2020-12-21 23:06:01,2020-12-22 05:59:19,0.29,Flooding - 431694,-95.33777000000,29.72629000000,29.72588229,-95.33766957,WAP
12449105-101004454386,"1221 23RD, HOUSTON TX 77008",Harris,C,GREATER HEIGHTS,0561630030002,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-18 23:06:31,2020-12-22 23:06:31,2020-12-21 09:34:20,-1.56,Flooding - 431874,-95.42060000000,29.80673000000,29.80691836,-95.42055273,WAP
12449272-101004454591,"4246 T C JESTER, HOUSTON TX 77018",Harris,C,CENTRAL NORTHWEST,0731010070004,NW,NE,TUESDAY,3rd Thursday,TUESDAY-B,451M,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 11:50:46,2020-12-23 11:50:46,2020-12-21 13:59:19,-1.91,Flooding,,,29.82979168,-95.45317387,WEB
12449273-101004454596,Intersection 14700 OLD KATY RD&332 N SH 6,Harris County,A,ADDICKS PARK TEN,,,,,,,488A,HCID #4 (Energy Corridor),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 12:00:24,2020-12-23 12:00:24,2020-12-22 09:39:20,-1.10,Flooding-101004454596,3032618.51828000000,13848579.94573000000,29.7859428,-95.64480474,Voice In
12449275-101004454608,"2219 WILDE ROCK, HOUSTON TX 77018",Harris,C,CENTRAL NORTHWEST,0851420000575,NW,NE,TUESDAY,3rd Thursday,TUESDAY-B,452N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 12:20:59,2020-12-23 12:20:58,2020-12-22 08:44:19,-1.15,Flooding-101004454608,3097342.46035000000,13860479.62993000000,29.81339074,-95.43970891,Voice In
12449277-101004454612,Intersection 3020 PINEY WOODS DR&2300 WILDE ROCK WAY,Harris County,C,CENTRAL NORTHWEST,,NW,NE,,3rd Thursday,TUESDAY-B,452N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 12:25:34,2020-12-23 12:25:33,2020-12-21 15:29:20,-1.87,Flooding,,,29.8136024,-95.4398956,WEB
12449278-101004454615,Intersection 3020 PINEY WOODS DR&2300 WILDE ROCK WAY,Harris County,C,CENTRAL NORTHWEST,,NW,NE,,3rd Thursday,TUESDAY-B,452N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 12:29:12,2020-12-23 12:29:11,2020-12-21 15:14:20,-1.89,Flooding,,,29.8136024,-95.4398956,WEB
12449281-101004454622,"11258 HAZEN, HOUSTON TX 77072",Harris,F,ALIEF,1013570000026,SW,SW,MONDAY,1st Wednesday,MONDAY-B,529P,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 12:32:29,2020-12-23 12:32:29,2020-12-22 12:29:20,-1.00,Flooding-101004454622,3054717.21227000000,13814259.56686000000,29.68984004,-95.57833145,Voice In
12449285-101004454632,"2207 ANSBURY, HOUSTON TX 77018",Harris,C,CENTRAL NORTHWEST,0851430000600,NW,NE,TUESDAY,3rd Thursday,TUESDAY-B,452N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 12:43:26,2020-12-23 12:43:24,2020-12-21 15:49:20,-1.87,Flooding-101004454632,3097551.43041000000,13860210.42837000000,29.81263329,-95.43907608,Voice In
12449112-101004454649,"1102 W 15TH, HOUSTON TX 77008",Harris,C,GREATER HEIGHTS,1307470010006,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,452Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 13:00:49,2020-12-23 13:00:47,2020-12-21 09:49:20,-2.13,Flooding - 431956,-95.40854000000,29.79770000000,29.79777655,-95.40859211,WAP
12449115-101004454652,"10830 CHEEVES, HOUSTON TX 77016",Harris,B,EAST LITTLE YORK / HOMESTEAD,1043540000008,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,415S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 13:01:24,2020-12-23 13:01:23,2020-12-21 11:39:20,-2.06,Flooding-101004454652-101004454652,3143286.46623000000,13883473.88053000000,29.872668,-95.29260157,Voice In
12449119-101004454680,"7546 EL RANCHO, HOUSTON TX 77087",Harris,I,GOLFCREST / BELLFORT / REVEILLE,0700720140012,SE,SE,TUESDAY,3rd Wednesday,TUESDAY-A,535S,HCID #9,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 13:18:16,2020-12-23 13:18:16,2020-12-22 11:59:19,-1.05,Flooding-101004454680,3145973.94642000000,13813742.55740000000,29.68076944,-95.29110253,Voice In
12449121-101004454685,"208 DANNA, HOUSTON TX 77009",Harris,H,NEAR NORTHSIDE,0400770000078,NE,NW,FRIDAY,1st Friday,FRIDAY-B,453U,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 13:20:21,2020-12-23 13:20:20,2020-12-21 10:44:19,-2.11,Flooding-101004454685,3119206.79326000000,13859975.38488000000,29.81015693,-95.37084349,Voice In
12449124-101004454701,"5523 TURTLE CREEK, HOUSTON TX 77017",Harris,E,MEADOWBROOK / ALLENDALE,0835370000027,SE,SE,MONDAY,2nd Monday,MONDAY-B,536S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 13:29:50,2020-12-23 13:29:50,2020-12-21 08:49:20,-2.19,Flooding-101004454701,3162700.26664000000,13814605.43133000000,29.6816723,-95.23836537,Voice In
12449123-101004454705,"7910 BAUMAN, HOUSTON TX 77022",Harris,H,NORTHSIDE/NORTHLINE,0710030010007,NE,NW,MONDAY,3rd Monday,MONDAY-B,453L,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 13:30:37,2020-12-23 13:30:36,2020-12-21 05:39:20,-2.33,Flooding - 431959,-95.37145000000,29.83344000000,29.83357516,-95.37130882,WAP
12449133-101004454731,"5548 SAN FELIPE, HOUSTON TX 77056",Harris,G,GREATER UPTOWN,0752020330021,,,,,,491P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 13:44:40,2020-12-23 13:44:38,2020-12-21 09:04:20,-2.19,Flooding-101004454731,3087584.58813000000,13837320.41477000000,29.75054535,-95.47266816,Voice In
12449141-101004454787,"6604 S LOOP, HOUSTON TX 77087",Harris,I,GOLFCREST / BELLFORT / REVEILLE,0582470000033,SE,SE,TUESDAY,3rd Wednesday,TUESDAY-A,534M,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 14:17:48,2020-12-23 14:17:47,2020-12-22 08:39:20,-1.24,Flooding-101004454787,3140623.67333000000,13819115.73858000000,29.69600412,-95.3074098,Voice In
12449173-101004454934,"909 MAYFORD, HOUSTON TX 77076",Harris,H,NORTHSIDE/NORTHLINE,0750700470775,NE,NW,MONDAY,3rd Monday,MONDAY-B,413Y,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 17:00:34,2020-12-23 17:00:34,2020-12-22 15:14:21,-1.07,Flooding-101004454934,3120201.11411000000,13878800.03817000000,29.86181386,-95.36586529,Voice In
12449178-101004454962,"7934 BAUMAN, HOUSTON TX 77022",Harris,H,NORTHSIDE/NORTHLINE,0710030010009,NE,NW,MONDAY,3rd Monday,MONDAY-B,453L,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 18:00:36,2020-12-23 18:00:36,2020-12-21 11:44:20,-2.26,Flooding - 431994,-95.37146000000,29.83413000000,29.83400784,-95.37126841,WAP
12449183-101004455048,"9570 LAWNDALE, HOUSTON TX 77012",Harris,I,HARRISBURG / MANCHESTER,0401970000039,,,,,,535H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 21:53:06,2020-12-23 21:49:00,2020-12-21 05:49:19,-2.67,Flooding-101004455048,3155630.00519000000,13825092.06751000000,29.71111981,-95.25956479,Voice In
12449186-101004455054,"8620 PANAIR, HOUSTON TX 77061",HARRIS,I,GREATER HOBBY AREA,0342030050001,,,,,,575C,HCID #9,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 22:15:39,2020-12-23 22:15:39,2020-12-21 05:44:19,-2.69,Flooding - 432012,-95.26487000000,29.65052000000,29.6510473,-95.26433726,WAP
12449190-101004455064,"1227 W DREW, HOUSTON TX 77006",Harris,C,NEARTOWN - MONTROSE,0370790000001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493N,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-19 23:05:30,2020-12-23 23:05:30,2020-12-21 09:24:20,-2.57,Flooding - 431951,-95.39568000000,29.74957000000,29.74954168,-95.3956728,WAP
12449194-101004455077,Intersection 2600 BUCK ST&1000 JENSEN DR,Harris County,B,GREATER FIFTH WARD,,,,,,,494E,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-20 02:15:55,2020-12-24 02:15:55,2020-12-20 08:19:20,-3.75,Flooding,,,29.77019494,-95.34345248,Unknown
12449212-101004455280,"1015 JENSEN, HOUSTON TX 77020",Harris,B,GREATER FIFTH WARD,0141770000006,NE,NW,FRIDAY,1st Friday,FRIDAY-B,494E,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-20 13:02:28,2020-12-24 13:02:28,2020-12-20 13:14:20,-3.99,Flooding - 432056,-95.34397000000,29.76978000000,29.77032701,-95.34367091,WAP
12449256-101004455638,Intersection 0 GULF FWY&1900 SAMPSON ST,Harris County,I,GREATER EASTWOOD,,,,,,,493V,East Downtown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-21 07:48:29,2020-12-25 07:48:29,2020-12-21 13:19:19,-3.77,Flooding-101004455638,3126678.02110000000,13833826.88403000000,29.73764416,-95.34986869,Voice In
12449352-101004456308,"2425 HOLLY HALL, HOUSTON TX 77054",Harris,K,ASTRODOME AREA,1152730070004,,,,,,533N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-21 14:17:30,2020-12-25 14:17:30,2020-12-22 15:44:20,-2.94,Flooding,,,29.68639614,-95.39391931,WEB
12449444-101004457246,"5849 KANSAS, HOUSTON TX 77007",Harris,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0102360000379,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,492B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-22 11:15:39,2020-12-26 11:15:39,2020-12-22 11:34:19,-3.99,Flooding - 432364,-95.42862000000,29.78177000000,29.78171683,-95.42862154,WAP
12449504-101004458077,"5250 WASHINGTON, HOUSTON TX 77007",Harris,C,WASHINGTON AVENUE COALITION / MEMORIAL P,1247330010006,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-22 23:06:12,2020-12-26 23:06:12,2020-12-23 15:04:20,-3.33,Flooding - 432408,-95.41435000000,29.77057000000,29.77064429,-95.41413454,WAP
12449649-101004459932,Intersection 6900 BISSONNET ST&8300 MCAVOY DR,Harris County,J,BRAEBURN,,SW,,,,,530R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-25 07:50:39,2020-12-29 07:50:39,2020-12-25 08:34:19,-3.97,Flooding,,,29.68928717,-95.50382234,Unknown
12449724-101004460794,Intersection 2800 BENNINGTON ST&6900 JENSEN DR,Harris County,H,EASTEX - JENSEN AREA,,NE,NE,,2nd Friday,MONDAY-B,454N,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-27 08:44:48,2020-12-31 08:44:48,2020-12-29 06:59:20,-2.07,Flooding-101004460794,3128040.74508000000,13864519.97389000000,29.82189165,-95.34255253,Voice In
12449739-101004461544,"9710 WESTVIEW, HOUSTON TX 77055",HARRIS,A,SPRING BRANCH WEST,0994300050004,NW,,FRIDAY,4th Wednesday,,450X,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-28 10:15:48,2021-01-01 10:13:00,2020-12-29 09:09:20,-3.04,Flooding-101004461544,3069011.73060000000,13852367.87516000000,29.7934351,-95.52976786,Voice In
12449747-101004461686,"6811 ALABONSON, HOUSTON TX 77088",Harris,A,GREATER INWOOD,0431760000560,,,,,,411T,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-28 11:12:18,2021-01-01 11:12:18,2020-12-29 07:54:21,-3.14,Flooding-101004461686,3083724.31108000000,13879345.06103000000,29.86637913,-95.48084367,Voice In
12449778-101004462307,"1318 SPRINGROCK, HOUSTON TX 77055",Harris,A,SPRING BRANCH WEST,0804060000001,NW,NE,FRIDAY,4th Wednesday,FRIDAY-A,450X,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-28 16:00:41,2021-01-01 16:00:41,2020-12-28 16:34:20,-3.98,Flooding - 433034,-95.52890000000,29.79281000000,29.79271624,-95.52888199,WAP
12449895-101004464147,"101 DREW, HOUSTON TX 77006",Harris,C,MIDTOWN,1223430010013,,,,,,493P,Midtown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-29 23:05:35,2021-01-02 23:05:35,2020-12-30 11:04:20,-3.50,Flooding - 433123,-95.38403000000,29.74958000000,29.74828089,-95.38278301,WAP
12449901-101004464169,"3906 AUSTIN, HOUSTON TX 77004",Harris,D,MIDTOWN,1289850010003,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493X,Midtown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-29 23:06:30,2021-01-02 23:06:30,2020-12-30 12:49:20,-3.43,Flooding - 433176,-95.37752000000,29.73494000000,29.73492966,-95.37751649,WAP
12449917-101004464214,"10914 BUFFUM, HOUSTON TX 77051",Harris,D,SUNNYSIDE,0843410000019,SE,SE,FRIDAY,4th Friday,FRIDAY-B,573F,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-30 02:59:42,2021-01-03 02:59:42,2020-12-31 10:29:21,-2.69,Flooding-101004464214,3118156.08441000000,13797442.41217000000,29.63836128,-95.38025732,Voice In
12449961-101004465126,Intersection 1600 MANSFIELD ST&5900 MIDGELEY ST,Harris County,B,ACRES HOME,,NW,NW,,4th Tuesday,TUESDAY-B,452B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-30 14:09:57,2021-01-03 14:09:56,2020-12-30 14:24:20,-3.99,Flooding,,,29.85141997,-95.43544803,WEB
12449987-101004465388,Intersection 0 HEMPSTEAD RD&6800 KATY RD&0 WASHINGTON AVE,Harris County,C,WASHINGTON AVENUE COALITION / MEMORIAL P,,,,,,,492A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-30 16:52:28,2021-01-03 16:52:28,2020-12-31 05:09:20,-3.49,Flooding-101004465388,3098173.37470000000,13848740.37487000000,29.78105344,-95.43821714,Voice In
12449992-101004465452,"1739 S KIRKWOOD, HOUSTON TX 77077",Harris,G,BRIAR FOREST,1049280030010,,,,,,489N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-30 18:31:08,2021-01-03 18:31:08,2020-12-31 05:29:20,-3.54,Flooding-101004465452,3051887.90690000000,13835924.42445000000,29.74962115,-95.58524682,Voice In
12450016-101004465580,"1113 RUTLAND, HOUSTON TX 77008",Harris,C,GREATER HEIGHTS,0202000000013,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,452Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-31 06:00:39,2021-01-04 06:00:39,2020-12-31 06:14:20,-3.99,Flooding - 433394,-95.40130000000,29.79123000000,29.79122675,-95.4015049,WAP
12450039-101004465944,"11402 KIRKHOLLOW, HOUSTON TX 77089",Harris,D,SOUTH BELT / ELLINGTON,1001390000018,SE,SW,THURSDAY,2nd Thursday,THURSDAY-B,576X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-31 11:41:41,2021-01-04 11:41:41,2021-01-01 03:29:20,-3.34,Flooding-101004465944,3165505.54515000000,13786149.44657000000,29.60320798,-95.23242164,Voice In
12450047-101004466009,Intersection 0 HEMPSTEAD RD&6800 KATY RD&0 WASHINGTON AVE,Harris County,C,WASHINGTON AVENUE COALITION / MEMORIAL P,,,,,,,492A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-31 12:16:28,2021-01-04 12:16:28,2021-01-04 11:24:20,-0.04,Flooding-101004466009,3098173.37470000000,13848740.37487000000,29.78105344,-95.43821714,Voice In
12450048-101004466017,"1430 AUBERT, HOUSTON TX 77017",Harris,E,MEADOWBROOK / ALLENDALE,0771770130020,SE,SE,MONDAY,1st Monday,MONDAY-B,535R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-31 12:19:23,2021-01-04 12:19:23,2020-12-31 12:39:20,-3.99,Flooding,,,29.68987589,-95.24860487,WEB
12450051-101004466021,"8202 COASTWAY, HOUSTON TX 77075",Harris,D,GREATER HOBBY AREA,0983690000014,SE,SE,FRIDAY,4th Monday,FRIDAY-B,575X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-31 12:25:01,2021-01-04 12:25:01,2021-01-01 03:34:19,-3.37,Flooding-101004466021,3152300.81238000000,13786466.71431000000,29.60524328,-95.27392349,Voice In
12450053-101004466030,"10319 HINDS, HOUSTON TX 77034",Harris,E,EDGEBROOK AREA,0901650000012,SE,SW,THURSDAY,2nd Tuesday,THURSDAY-B,576F,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-31 12:30:24,2021-01-04 12:30:24,2021-01-01 03:09:20,-3.39,Flooding-101004466030,3165631.25717000000,13800258.68345000000,29.64197858,-95.2305954,Voice In
12450063-101004466058,"8204 GULICK, HOUSTON TX 77075",Harris,D,GREATER HOBBY AREA,0772800380014,SE,SE,FRIDAY,4th Monday,FRIDAY-B,575P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-31 12:41:03,2021-01-04 12:41:03,2021-01-01 03:49:20,-3.37,Flooding-101004466058,3152394.24460000000,13793197.62703000000,29.62373646,-95.27295467,Voice In
12450071-101004466075,"8406 WIER, HOUSTON TX 77017",Harris,I,MEADOWBROOK / ALLENDALE,0591800250033,SE,SE,MONDAY,1st Monday,MONDAY-B,535R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-31 12:46:22,2021-01-04 12:46:21,2021-01-04 15:29:20,0.11,Flooding-101004466075,3156372.13724000000,13815174.44823000000,29.6837945,-95.2582275,Voice In
12450075-101004466081,Intersection 1300 LASKEY ST&2130 THURMON,Harris County,E,EDGEBROOK AREA,,SE,SW,,2nd Monday,THURSDAY-B,576A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-31 12:50:49,2021-01-04 12:50:49,2021-01-04 12:34:20,-0.01,Flooding-101004466081,3160587.73970000000,13803330.25539000000,29.65086735,-95.24615466,Voice In
12450083-101004466101,Intersection 6800 NAVIGATION BLVD&1300 WAYSIDE DR,Harris County,I,MAGNOLIA PARK,,SE,SE,,1st Thursday,MONDAY-A,494V,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-31 13:04:48,2021-01-04 13:04:48,2021-01-04 15:34:20,0.10,Flooding-101004466101,3141492.04659000000,13837007.68508000000,29.74510765,-95.30289468,Voice In
12450095-101004466158,"8205 GULICK, HOUSTON TX 77075",Harris,D,GREATER HOBBY AREA,0772800410032,SE,SE,FRIDAY,4th Monday,FRIDAY-B,575P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-31 13:23:03,2021-01-04 13:23:03,2021-01-05 10:19:20,0.87,Flooding-101004466158,3152290.98759000000,13793412.87397000000,29.62433715,-95.27325793,Voice In
12450105-101004466210,"9806 FONVILLE, HOUSTON TX 77075",Harris,D,SOUTH BELT / ELLINGTON,0941280000002,SE,SW,THURSDAY,2nd Friday,THURSDAY-B,576S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-31 13:52:24,2021-01-04 13:52:24,2021-01-04 13:54:20,0.00,Flooding-101004466210,3162480.31925000000,13790911.29007000000,29.61656446,-95.24145547,Voice In
12450107-101004466221,"8016 DOCKAL, HOUSTON TX 77028",Harris,B,SETTEGAST,0661160120011,NE,NW,THURSDAY,2nd Monday,THURSDAY-A,455K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-31 13:56:30,2021-01-04 13:56:30,2021-01-04 12:29:20,-0.06,Flooding-101004466221,3147985.67763000000,13867388.21749000000,29.82804548,-95.27939617,Voice In
